id,title,description,creator,github,status,userId,createdAt,updatedAt,categoryId,networkId,contractId,deploymentDateId
69c60519-a33b-499a-ae7f-710ae034636f,UniHedge,Onchain impermanent loss insurance for Uniswap V3/V4 liquidity providers.,Alexander Lee,https://github.com/uniHedge/uniHedge-v1,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:00.918,2024-03-12 10:00:00.918,ethglobal-nyc,,,
6d572b58-3115-48b6-8d8c-ee84f174196d,Axiom LP Mgmt,A Uniswap v4 hook and position manager to enable trustless LP modification with Axiom. Modifies positions on Uniswap pools automatically so that LPs can passively make better returns.,saucepoint,https://github.com/saucepoint/v4-axiom-rebalancing/,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:01.051,2024-03-12 10:00:01.051,ethglobal-nyc,,,
c4e57b1e-d881-4539-a571-a827a0406a1b,Blockhead NY23,Blockhead is a universal interface for the crypto/DeFi/web3 ecosystem. Now includes an alternative interface for Uniswap V3 in a compact design!,Darryl Yeo,https://github.com/darrylyeo/blockhead,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:01.184,2024-03-12 10:00:01.184,ethglobal-nyc,,,
798022ba-a980-46de-976d-d0a7630d4853,Uniswap V4 6909,"migrate uniswap v4 from erc-1155 to erc-6909, saves hella gas, reduces hella codesize.",JT Riley,https://github.com/jtriley-eth/v4-core,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:01.317,2024-03-12 10:00:01.317,ethglobal-nyc,,,
5df03383-1a5a-4c37-a9a0-73aff87e3dc5,A Pool Party,An OmniChain Single Sided Liquidity Provider designed for maximum capital efficiency and ease of use! Utilizing Uniswap v4 hooks & Hyperlane's cross-chain messaging service.,Luke Foster,https://github.com/LukeFost/NYC_Frontend,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:01.451,2024-03-12 10:00:01.451,ethglobal-nyc,,,
a5abd52b-b8cb-4e86-abcc-bbb4e5e1de7f,DFA,"A Decentralized, secure, fast, hassle free, and cost effective 2-Factor Authentication method.",Derrick Wilson-Duncan,https://github.com/Derricks-DApps/DFA,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:01.586,2024-03-12 10:00:01.586,ethglobal-nyc,,,
86391111-4973-4255-a67b-3d1e50e7362f,Protecc Hook,"Enables creation of yield-generating liquidity pools through Spark Protocol's lending features, potentially increasing returns for LPs.",batoulalkarim,https://github.com/batoulalkarim/protecc,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:01.718,2024-03-12 10:00:01.718,from-the-community,,,
4779648f-fd0e-4655-b09a-eb24b6d94fde,Brevis Integration Hook,"Employs the Brevis ZK Coprocessor within Uniswap v4 to analyze and utilize transaction histories, facilitating a VIP Trader Fee Discount model and other data-centric functionalities.",brevis,https://blog.brevis.network/2023/11/01/uniswap-v4-hook-brevis-zk-coprocessor-data-driven-dex-experiences/,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:01.853,2024-03-12 10:00:01.853,from-the-community,,,
0615e6e3-af98-49ca-b765-66ea5d53af55,ReCentFi,"An AI-powered platform to reward eco-friendly action. Users pick up trash, upload videos for verification, and gain exclusive access to ‘clean’ Uniswap pools with verification gated hooks added to them.",KaiStryker,https://github.com/KaiStryker/ReCentiFi,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:01.989,2024-03-12 10:00:01.989,ethglobal-nyc,,,
0ad0899d-f464-46fb-8eec-5c829b057c85,Uni LBP,A capital-efficient Uniswap v4 liquidity bootstrapping pool (LBP) hooks contract.,kadenzipfel,https://github.com/kadenzipfel/uni-lbp,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:02.129,2024-03-12 10:00:02.129,from-the-community,,,
9f8937c6-f3e3-4f37-a11d-483b39b03126,Arb Controller,A Uniswap v4 hook that sets dynamic fee for a pool based on the price movements. The dynamic fee partially discriminates informed order flow from arbitrageurs.,ziyincody,https://github.com/ziyincody/arbitrage-controller-ETHNYC,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:02.274,2024-03-12 10:00:02.274,ethglobal-nyc,,,
93bdeedd-7fe0-457e-abf9-3b02428df7ea,NFT Owners Only,Disallows a swap if sender doesn't own an ERC721 NFT.,wagmiwiz,https://github.com/wagmiwiz/nft-owners-only-uniswap-hook,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:02.412,2024-03-12 10:00:02.412,from-the-community,,,
5d602b95-7a47-41d8-9911-656287135ac2,NFT Owners Only Uniswap Hook,"No description, website, or topics provided.",wagmiwiz,https://github.com/wagmiwiz/nft-owners-only-uniswap-hook,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:02.547,2024-03-12 10:00:02.547,from-the-community,,,
34cfc665-93ee-4ee4-9b7d-e49d5d46d52b,LiquidityChain,Intent-like decision tree is on Uniswap and it is enabled by the Uniswap V4 hooks!,Thomas Han,https://github.com/jiyuhan/uniswap-v4-liquidity-chaining,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:02.692,2024-03-12 10:00:02.692,ethglobal-nyc,,,
f03edb63-b717-478d-86b4-d6e8639edd40,UniFees,"Allow LPs to decide not only the range of their liquidity, but also the ""worth"" of their liquidity, by letting the LPs decide the fee tier of their liquidity position. This will enable a single pool to have multiple liquidity positions at different fee tiers at the same time.",Anantdeep Singh Parihar,https://github.com/UniFees-ETHGlobalNYC2023,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:02.827,2024-03-12 10:00:02.827,ethglobal-nyc,,,
cd2f9c6c-a0b3-4de2-98e3-a9b703b9cfb5,Stop Loss Order,Allows users to place stop loss orders on their positions.,saucepoint,https://github.com/saucepoint/v4-stoploss,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:02.964,2024-03-12 10:00:02.964,from-the-community,,,
17190d08-a221-483a-a7bd-6ab3a1b74510,New York Trading Hours,Reverts when markets are closed in New York.,horsefacts,https://github.com/horsefacts/trading-days,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:03.124,2024-03-12 10:00:03.124,from-the-community,,,
de1ff0e0-3d09-49ee-990a-6d1224295985,Huff Hooks,Allows developers to add custom functionality to pools.,jtriley-eth,https://github.com/jtriley-eth/huff-hooks,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:03.258,2024-03-12 10:00:03.258,from-the-community,,,
eaf65f70-76a1-4057-babb-95e739dcd298,Diamond Hook,"This proof of concept Hook addresses the phenomenon of loss-versus-rebalancing (LVR), something which is costing AMM liquidity providers upwards of $100M.",ArrakisFinance,https://github.com/ArrakisFinance/minimize-lvr-hook-poc/tree/main,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:03.391,2024-03-12 10:00:03.391,from-the-community,,,
d425c032-8f5c-476b-84a5-670cad4f1257,Bungi LP Manager Hook,"Provides an advanced liquidity position management system, offering more dynamic features for LPs than Uniswap's standard position test.",saucepoint,https://github.com/saucepoint/bungi,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:03.526,2024-03-12 10:00:03.526,from-the-community,,,
34f2610e-e32e-462c-ba91-321bdb74be38,Saave Swap,"Saave Swap (pronounced 'Savvy Swap') is a product that offers portfolio managers an asset-efficient method of hedging crypto exposures. Users can short assets without having to fully collateralize the position, within Aave’s collateral requirements.",David Mendoza,https://github.com/bubby-eth/saave-swap,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:03.66,2024-03-12 10:00:03.66,ethglobal-nyc,,,
f872fed3-72d6-4dae-bfbe-733ee36b22c7,Hedge,Risk management strategies using hooks. The project showcases how hedging mechanisms can mitigate price volatility risks in a trader's portfolio.,vanillaHill,https://github.com/vanillaHill/hedge,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:03.798,2024-03-12 10:00:03.798,ethcc-paris-hookathon,,,
0afccd07-8e87-42ff-bf4c-7cbd40fcfe3e,Saucepoint's Template,"A template repository offering a starting point for crafting Uniswap V4 hooks, inclusive of essential files and contracts. Facilitates custom hook creation to execute arbitrary code during swaps.",Saucepoint,https://github.com/saucepoint/v4-template,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:03.937,2024-03-12 10:00:03.937,templates,,,
531ea444-a71a-4763-a7ab-dde334fb4934,Truncated Oracle,A truncated oracle is an onchain price oracle that records the price of an asset in a Uniswap liquidity pool using the geometric mean formula.,Uniswap Labs,https://github.com/Uniswap/v4-periphery/blob/trunc-oracle/contracts/hooks/TruncGeoOracle.sol,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:04.08,2024-03-12 10:00:04.08,uniswap-labs,,,
d58b8da2-2b15-442b-8b2a-c26714078d2b,Ref Fee Hook,Referral fees for liquidity,mergd,https://github.com/mergd/ref-fee-hook,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:04.214,2024-03-12 10:00:04.214,from-the-community,,,
acb22b52-2ccf-4b2a-a3cc-fa18f353ca36,Attestation Hook,This hook allows for the querying of attestations from various attestation protocols. Check returned responses against preset criteria in any of the hook functions.,CliqueOfficial,https://github.com/CliqueOfficial/attestation-hooks,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:04.349,2024-03-12 10:00:04.349,from-the-community,,,
20f98113-f323-4295-af17-f5a49c937d41,Aggregator_Hook,"Streamlining liquidity management, this hook enables LPs in other DEXes to optimize their Uniswap V4 positions. It facilitates JIT activation for profitable ranges.",Attens1423,https://github.com/Attens1423/Aggregator-Hook,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:04.484,2024-03-12 10:00:04.484,unisuave-ethglobal,,,
3f893b6d-d1b7-419e-a568-9a7583a27bff,VannaSwap,An ML-driven AMM DEX on the Vanna Blockchain that uses on-chain regression models to compute optimal fees/spreads to protect liquidity providers from impermanent loss and reduce LVR.,Matthew Wang,https://github.com/Marblez/VannaSwap,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:04.619,2024-03-12 10:00:04.619,ethglobal-nyc,,,
b73354ef-ef4e-4a5a-ad0d-4d8507b8cf9c,0xY,Borrowing protocol offering put-protected term loans that protect against price liquidation. A Uniswap V4 pool implements custom hooks that lends to the protocol whenever the price moves out of range for a user's LP.,NPrada,https://github.com/NPrada/oxy-hack-fe,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:04.753,2024-03-12 10:00:04.753,ethglobal-nyc,,,
aa9b272a-feac-4642-8a1a-16d2116c7326,Captain Hooks,Building modular hooks that enable better tradFi adoption with UniswapV4,Mehdi Rhouzlane,https://github.com/mrhouzlane/CaptainHook,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:04.887,2024-03-12 10:00:04.887,ethglobal-nyc,,,
2774be02-291d-48a0-a670-5478ec0dbf54,Liquidity Provider Fee Rebate,Allows liquidity providers (LPs) to receive a rebate on the fees they pay when swapping tokens on a pool.,jdubpark,https://github.com/jdubpark/Uniswap-Hooks/blob/main/contracts/LPFeeRebateHook.sol,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:05.02,2024-03-12 10:00:05.02,from-the-community,,,
db4f168d-e3a9-4ce5-9267-baa4ba6a868c,Multi-Sig,"Requires multiple signatures for certain pool actions, such as adding or removing liquidity.",atj3097,https://github.com/atj3097/mfa-multisig-hook-v4/tree/main,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:05.167,2024-03-12 10:00:05.167,from-the-community,,,
fec904ad-d3ae-457a-8a6b-a365901aa1e9,WID KYC Hook,"Utilizes World ID for KYC processes, creating exclusive pools for verified users within the World Coin's identification framework.",Shivamycodee,https://github.com/Shivamycodee/WID-KYC-Hook,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:05.303,2024-03-12 10:00:05.303,from-the-community,,,
91d92516-e47a-4b2e-b3b1-bedcb6d90f52,TimeConcentrate,Concentrate liquidity along price and now TIME with uni v4 hooks.,Joseph Schiarizzi,https://github.com/MarcusWentz/time_concentrate,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:05.44,2024-03-12 10:00:05.44,ethglobal-nyc,,,
2638e7de-f124-4437-935e-9806f8e2f7eb,Dynamic Fee,"Adjusts with the goal of cutting LP losses to arbitrageurs, and an implementation of a shared fungible liquidity position (similar to a vault).",ArrakisFinance,https://github.com/ArrakisFinance/uni-v4-playground/blob/main/contracts/ArrakisHookV1.sol,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:05.579,2024-03-12 10:00:05.579,ethcc-paris-hookathon,,,
7223b554-d5e4-4808-9068-5524b0e8c3bf,Limit Order,"A hook that allows users to place limit orders. This means that they can specify the price at which they are willing to buy or sell an asset. If the market price reaches the limit price, the order will be executed.",Uniswap Labs,https://github.com/Uniswap/v4-periphery/blob/main/contracts/hooks/examples/LimitOrder.sol,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:05.716,2024-03-12 10:00:05.716,uniswap-labs,,,
c2ac2062-40be-4aae-9aac-52dc71ffe312,Identity with Civic,"Civic Pass Hook for Uniswap v4

",civicteam,https://github.com/civicteam/uniswap-v4-hook,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:05.856,2024-03-12 10:00:05.856,from-the-community,,,
b3430cb7-317a-41ec-bba8-fcf6fcd2a135,SUClave,"Pioneering a hook that controls initial swap access, SUClave democratizes MEV and ensures equitable swap opportunities in liquidity pools.",getclave,https://github.com/getclave/suclave-ethglobal-istanbul/,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:05.992,2024-03-12 10:00:05.992,unisuave-ethglobal,,,
351b6eed-34b6-4f83-a6aa-a4764164b2fe,Fixed Protocol,"Fixed is a subscription based, zero cost trading product on Uniswap for stable swaps designed to increase capital efficiency and limit sandwich attacks. Using Uniswap Hooks, Unbound and Safe, Fixed allows traders to pay subscription to access 0 fee stable pools with no gas fees.",Thomas Redfern,https://github.com/unlocktheswap/Fixed_protocol,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:06.135,2024-03-12 10:00:06.135,ethglobal-nyc,,,
3100921a-09cb-4c01-ac66-1a34bfea9c7d,sndwch_protocol,"This protocol proposes a novel method to mitigate Sandwich Attacks in DeFi using Uniswap V4's action hooks. By detecting potential malicious transactions at the contract layer, the protocol secures trades and improves fairness of DEXs.",Eashan Dubey,https://github.com/eashan-d/MEV_Sandwich_Mitigation_Protocol,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:06.282,2024-03-12 10:00:06.282,ethglobal-nyc,,,
332ad820-fc65-4525-bfd8-855662f4b7c1,NYCV4Hermit,Prevent Liquidity Snipping for protecting Liquidity Provider.,suha jin,https://github.com/djm07073/ETHNewYork-Hook-LAB,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:06.418,2024-03-12 10:00:06.418,ethglobal-nyc,,,
bf28d895-b4c9-4e08-b884-ea360aec5bbd,Torres Token Sale,A Solidity ERC20 token using hooks to create a compliant token sale system.,jamesbachini,https://github.com/jamesbachini/Uniswap-V4-Torres-Token-Sale,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:06.551,2024-03-12 10:00:06.551,from-the-community,,,
50c57583-b74e-406f-8dae-fc15d14b9f5a,Magna Carta,A hook for enforcing a verifiable sequencing rule.,tarunsintern,https://github.com/tarunsintern/magna-carta,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:06.687,2024-03-12 10:00:06.687,from-the-community,,,
40b04447-1f16-4c65-a66b-6d633413441f,Privacy Enhancing Hook,"Integrates advanced privacy techniques, combining Tornado Cash-style anonymity with Merkle trees and ZK Snarks to secure and privatize transactions.",atj3097,https://github.com/atj3097/privacy-hook-univ4,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:06.823,2024-03-12 10:00:06.823,from-the-community,,,
8d9bc005-2e2d-4789-8527-f9e3a1601ff1,Caerus Chain,🚀 Meet Caerus! Revolutionizing,Mingi Kim,https://github.com/Caerus-Chain/op-caerus,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:06.958,2024-03-12 10:00:06.958,ethglobal-nyc,,,
b5222a99-0c73-47d0-8082-79dbf4fbf69c,Median Price Oracle,An initial exploration of a median price oracle that is more resistant to manipulation than TWAP. It includes an approximation algorithm where a running median can provide substantial gas efficiency on both read and write.,saucepoint,https://github.com/saucepoint/median-oracles,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:07.094,2024-03-12 10:00:07.094,ethcc-paris-hookathon,,,
d01edaba-7df8-4b90-b4db-9c01e1d3f508,Nick Addison's Template,This template encapsulates a hook with an embedded factory to mine addresses and produce trace diagrams. Facilitates custom hook creation to mine addresses and trace.,Nick Addison,https://github.com/naddison36/uniswap-v4-hooks,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:07.233,2024-03-12 10:00:07.233,templates,,,
b1d41860-8774-4b5d-a5c4-a5852f0f17d8,Geomean Oracle,A unique hook making a Uniswap pool function as an oracle. The geomean price is calculated using the prices of the assets in the pool. This can be used to get a more accurate price for an asset than a single oracle.,Uniswap Labs,https://github.com/Uniswap/v4-periphery/blob/main/contracts/hooks/examples/GeomeanOracle.sol,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:07.369,2024-03-12 10:00:07.369,uniswap-labs,,,
e468ef77-9cb8-4e3e-96e6-6c26d84af01d,Protecc,Allows developers and builders to create liquidity pools that automatically leverage Spark Protocol's sDAI and SparkLend.,batoulalkarim,https://github.com/batoulalkarim/protecc,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:07.509,2024-03-12 10:00:07.509,ethonline-2023,,,
1175896e-79a3-4d81-b658-0904e918b2c0,Standard Protocol's AMM-Orderbook Hook,"A Uniswap v4 hook blending the immediacy of AMM systems with the detail-oriented nature of orderbooks, enhancing DeFi trade efficiency and market fluidity.",standardweb3,https://github.com/standardweb3/standard-2.0-contracts/tree/main/contracts/uniswapv4,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:07.645,2024-03-12 10:00:07.645,ethonline-2023,,,
b1cc2f6e-63f8-46c8-a9a1-aff0fc56e5d9,Index Friends,"Index Friends are elevating DeFi investing! Investors explore top portfolios, while strategists profit from expertise through dynamic NFTs that grow in value with portfolio success.",Daniel Ortega,https://github.com/xdaniortega/strategicWealth,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:07.782,2024-03-12 10:00:07.782,ethglobal-nyc,,,
0e814fae-d00e-4af4-aaf2-ca0cd7a4d340,Lime,Active Hooks Manager with Offchain Pricing Mechanism / Bringing institutional grade profitability to onchain liquidity.,Kohshi Shiba,https://github.com/kohshiba/univ4-offchain-pricing,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:07.918,2024-03-12 10:00:07.918,ethglobal-nyc,,,
b18d45b4-c62f-44f8-9c1b-acc14b9c14da,Pepetuals,Leveraged perpetual futures for everyone and everything. Go long or short on any asset and make Pepe proud.,Paul Geeser,https://github.com/lorbke/ETHGlobal-New-York,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:08.054,2024-03-12 10:00:08.054,ethglobal-nyc,,,
140f3ca9-57bb-4995-bbda-8f796aa7bd53,On-Chain Take Profit Order,"Allows users to place automatically executing on-chain ""take-profit"" orders.",LearnWeb3DAO,https://github.com/LearnWeb3DAO/uniswap-v4-take-profits-hook,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:08.191,2024-03-12 10:00:08.191,from-the-community,,,
12dda6da-27b2-46f3-aca4-de2d5f709da4,KYC,Allows for Know Your Customer (KYC) checks to be performed on users before they are allowed to trade on a pool.,jdubpark,https://github.com/jdubpark/Uniswap-Hooks/blob/main/contracts/KYCHook.sol,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:08.328,2024-03-12 10:00:08.328,from-the-community,,,
a4e0926f-ff8d-4d9d-9a50-fee09e16cc2c,Curve Style Voting Escrow - veLP,A Curve-style voting escrow (ve) hook.,kadenzipfel,https://github.com/kadenzipfel/veLP,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:11.474,2024-03-12 10:00:11.474,from-the-community,,,
fc802b48-7c14-4570-836f-07ec1a1bb913,Anti-KYC,Allows for users which hold a Know Your Customer (KYC) token to be banned from trading in a pool.,thegeronimo,https://github.com/thegeronimo/Uniswap-Hooks/blob/main/contracts/AntiKYCHook.sol,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:08.465,2024-03-12 10:00:08.465,from-the-community,,,
d36f4bcb-b260-4381-8144-bfcb0d101e52,Fair Trade,A Uniswap v4 pool that launches tokens with safety guarantees for future token holders and traders. Designed to be a hook to be added to pools to protect against shit-coin ruggings.,batoulalkarim,https://github.com/batoulalkarim/copy-trade-nyc-mb,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:08.602,2024-03-12 10:00:08.602,ethglobal-nyc,,,
1ed32b7f-8269-4cf8-9c9b-54d8751a8dd7,DaiCA,"Set and forget, recurring, and onchain automated swaps from Dai to Ether.",Haireti Hairoula,https://github.com/garyghayrat/dcaeth-frontend,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:08.74,2024-03-12 10:00:08.74,ethglobal-nyc,,,
6dd3453a-75c7-435c-a0d5-f40f480b206f,Trading Hours,Traditional market opening/closing hours to a Uniswap v4 pool using a beforeSwap hook. Users are only able to trade between 8am and 4pm.,bennoprice,https://github.com/bennoprice/univ4/blob/main/src/TradingHours.sol,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:08.879,2024-03-12 10:00:08.879,ethcc-paris-hookathon,,,
15a9356d-0cfe-4513-bf69-008cbddcc559,TWAMM,A TWAMM (Time Weighted Average Market Maker) is a type of market maker that uses time-weighted averages to calculate the prices of assets. This can be used to reduce the volatility of the market and to provide more accurate prices for assets.,Uniswap Labs,https://github.com/Uniswap/v4-periphery/blob/main/contracts/hooks/examples/TWAMM.sol,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:09.015,2024-03-12 10:00:09.015,uniswap-labs,,,
e4a29bd0-1de0-4f4c-ae11-e16c5db10f02,Perks,A mobile app that redefines brand loyalty. Users earn rewards across various brands while token pools are shielded from market dumps via a Uniswap hook.,saucepoint,https://github.com/saucepoint/median-oracles,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:09.151,2024-03-12 10:00:09.151,ethonline-2023,,,
31136ef2-cc89-402c-9a6d-6b8c28b3de54,Toxic Fl-no,"A dynamic fee hook, rewarding valuable participants in the ecosystem by adjusting Uniswap pool fees based on user behavior within a Suave contract, promoting equitability.",tredfern0,https://github.com/tredfern0/toxic-fl-no,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:09.288,2024-03-12 10:00:09.288,unisuave-ethglobal,,,
fc3af047-bf7b-4e23-9558-f627e8841457,LightWallet,LightWallet is designed to empower the visually impaired by granting them seamless and direct access to their crypto wallets through voice commands.,Neil Chen,https://github.com/hrzisme/lightwallet-ETHNYC,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:09.427,2024-03-12 10:00:09.427,ethglobal-nyc,,,
1bc6e71c-e420-4650-9cab-cbfdbd77713c,KrossChain,You now have your control over the Non Fungible tokens by saving your preference on chain.,Deep Nimesh,https://github.com/deepshah9696/ETHNewyork,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:09.561,2024-03-12 10:00:09.561,ethglobal-nyc,,,
761f73d8-7a62-492a-978f-0ace844e1cdd,Vol Analyzer,Social Media analytics dashboard creator for viewing impact of social media posts on past token price.,Andy Lee,https://github.com/jbeanz/volatility-dashboard-tool,published,clto1kk45000011ukfdjy2ftp,2024-03-12 10:00:09.699,2024-03-12 10:00:09.699,ethglobal-nyc,,,
